,Year,DistrictName,EstTotalAcres,GeneralCause,County,Population_Estimate
418,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
419,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
420,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
421,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
422,2014,Douglas - DFPA,0.75,Equipment Use,DOUGLAS,106769
423,2014,Douglas - DFPA,0.01,Debris Burning,DOUGLAS,106769
424,2014,Douglas - DFPA,4.26,Smoking,DOUGLAS,106769
425,2014,Douglas - DFPA,0.01,Recreation,DOUGLAS,106769
426,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
427,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
428,2014,Coos - CFPA,0.1,Smoking,DOUGLAS,106769
429,2014,Douglas - DFPA,0.25,Miscellaneous,DOUGLAS,106769
430,2014,Douglas - DFPA,1.0,Lightning,DOUGLAS,106769
431,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
432,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
433,2014,Douglas - DFPA,0.1,Recreation,DOUGLAS,106769
434,2014,Douglas - DFPA,0.15,Equipment Use,DOUGLAS,106769
435,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
436,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
437,2014,Douglas - DFPA,0.25,Miscellaneous,DOUGLAS,106769
438,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
439,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
440,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
441,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
442,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
443,2014,Douglas - DFPA,0.01,Arson,DOUGLAS,106769
444,2014,Douglas - DFPA,2.0,Debris Burning,DOUGLAS,106769
445,2014,Douglas - DFPA,0.01,Arson,DOUGLAS,106769
446,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
447,2014,Douglas - DFPA,0.5,Recreation,DOUGLAS,106769
448,2014,Douglas - DFPA,3.0,Debris Burning,DOUGLAS,106769
449,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
450,2014,Douglas - DFPA,0.01,Juveniles,DOUGLAS,106769
451,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
452,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
453,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
454,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
455,2014,Douglas - DFPA,0.2,Equipment Use,DOUGLAS,106769
456,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
457,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
458,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
459,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
460,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
461,2014,Douglas - DFPA,0.25,Debris Burning,DOUGLAS,106769
462,2014,Douglas - DFPA,0.01,Debris Burning,DOUGLAS,106769
463,2014,Coos - CFPA,1.11,Debris Burning,DOUGLAS,106769
464,2014,Douglas - DFPA,0.3,Equipment Use,DOUGLAS,106769
465,2014,Douglas - DFPA,0.1,Arson,DOUGLAS,106769
466,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
467,2014,Douglas - DFPA,0.5,Equipment Use,DOUGLAS,106769
468,2014,Douglas - DFPA,0.1,Recreation,DOUGLAS,106769
469,2014,Douglas - DFPA,0.5,Lightning,DOUGLAS,106769
470,2014,Douglas - DFPA,2.0,Railroad,DOUGLAS,106769
471,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
472,2014,Douglas - DFPA,0.5,Lightning,DOUGLAS,106769
473,2014,Douglas - DFPA,0.1,Debris Burning,DOUGLAS,106769
474,2014,Douglas - DFPA,25.0,Arson,DOUGLAS,106769
475,2014,Douglas - DFPA,0.01,Arson,DOUGLAS,106769
476,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
477,2014,Douglas - DFPA,0.01,Juveniles,DOUGLAS,106769
478,2014,Douglas - DFPA,0.25,Recreation,DOUGLAS,106769
479,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
480,2014,Douglas - DFPA,2.0,Equipment Use,DOUGLAS,106769
481,2014,Douglas - DFPA,0.5,Lightning,DOUGLAS,106769
482,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
483,2014,Douglas - DFPA,0.25,Lightning,DOUGLAS,106769
484,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
485,2014,Douglas - DFPA,0.5,Lightning,DOUGLAS,106769
486,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
487,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
488,2014,Douglas - DFPA,0.1,Lightning,DOUGLAS,106769
489,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
490,2014,Douglas - DFPA,0.01,Smoking,DOUGLAS,106769
491,2014,Douglas - DFPA,0.5,Equipment Use,DOUGLAS,106769
492,2014,Douglas - DFPA,0.25,Debris Burning,DOUGLAS,106769
493,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
494,2014,Western Lane,789.0,Miscellaneous,DOUGLAS,106769
495,2014,Douglas - DFPA,0.01,Equipment Use,DOUGLAS,106769
496,2014,Douglas - DFPA,0.01,Miscellaneous,DOUGLAS,106769
497,2014,Douglas - DFPA,1.0,Lightning,DOUGLAS,106769
498,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
499,2014,Douglas - DFPA,0.1,Miscellaneous,DOUGLAS,106769
500,2014,Douglas - DFPA,0.01,Recreation,DOUGLAS,106769
501,2014,Douglas - DFPA,0.01,Debris Burning,DOUGLAS,106769
502,2014,Douglas - DFPA,0.25,Equipment Use,DOUGLAS,106769
503,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
504,2014,Douglas - DFPA,0.1,Equipment Use,DOUGLAS,106769
505,2014,Douglas - DFPA,0.5,Debris Burning,DOUGLAS,106769
506,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
507,2014,Douglas - DFPA,0.01,Railroad,DOUGLAS,106769
508,2014,Douglas - DFPA,4.7,Equipment Use,DOUGLAS,106769
509,2014,Douglas - DFPA,0.01,Recreation,DOUGLAS,106769
510,2014,Douglas - DFPA,0.01,Lightning,DOUGLAS,106769
511,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
512,2014,Klamath-Lake,0.1,Recreation,LAKE,7828
513,2014,Klamath-Lake,0.1,Recreation,LAKE,7828
514,2014,Klamath-Lake,3.2,Recreation,LAKE,7828
515,2014,Klamath-Lake,0.1,Equipment Use,LAKE,7828
516,2014,Klamath-Lake,0.4,Lightning,LAKE,7828
517,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
518,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
519,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
520,2014,Klamath-Lake,0.1,Debris Burning,LAKE,7828
521,2014,Klamath-Lake,6.88,Lightning,LAKE,7828
522,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
523,2014,Klamath-Lake,0.1,Recreation,LAKE,7828
524,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
525,2014,Klamath-Lake,0.4,Lightning,LAKE,7828
526,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
527,2014,Klamath-Lake,0.1,Recreation,LAKE,7828
528,2014,Klamath-Lake,0.2,Lightning,LAKE,7828
529,2014,Klamath-Lake,0.1,Lightning,LAKE,7828
530,2014,Klamath-Lake,1.0,Debris Burning,LAKE,7828
531,2014,Klamath-Lake,0.5,Lightning,LAKE,7828
532,2014,Klamath-Lake,2.0,Lightning,LAKE,7828
533,2014,Klamath-Lake,0.25,Lightning,LAKE,7828
534,2015,Astoria,27.0,Recreation,CLATSOP,37848
535,2015,Astoria,0.01,Equipment Use,CLATSOP,37848
536,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
537,2015,Astoria,0.01,Lightning,CLATSOP,37848
538,2015,Astoria,0.01,Equipment Use,CLATSOP,37848
539,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
540,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
541,2015,Astoria,0.01,Smoking,CLATSOP,37848
542,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
543,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
544,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
545,2015,Astoria,0.01,Miscellaneous,CLATSOP,37848
546,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
547,2015,Astoria,0.01,Juveniles,CLATSOP,37848
548,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
549,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
550,2015,Astoria,0.01,Recreation,CLATSOP,37848
551,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
552,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
553,2015,Astoria,0.1,Equipment Use,CLATSOP,37848
554,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
555,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
556,2015,Astoria,0.01,Debris Burning,CLATSOP,37848
557,2015,West Oregon,0.1,Equipment Use,POLK,79012
558,2015,West Oregon,0.01,Lightning,POLK,79012
559,2015,West Oregon,0.25,Miscellaneous,POLK,79012
560,2015,West Oregon,2.0,Equipment Use,POLK,79012
561,2015,West Oregon,0.01,Recreation,POLK,79012
562,2015,West Oregon,0.5,Equipment Use,POLK,79012
563,2015,West Oregon,0.01,Miscellaneous,POLK,79012
564,2015,West Oregon,0.05,Smoking,POLK,79012
565,2015,West Oregon,0.01,Debris Burning,POLK,79012
566,2015,West Oregon,0.01,Smoking,POLK,79012
567,2015,West Oregon,0.01,Debris Burning,POLK,79012
568,2015,West Oregon,0.3,Debris Burning,POLK,79012
569,2015,West Oregon,0.25,Equipment Use,POLK,79012
570,2015,Southwest Oregon,0.5,Lightning,JACKSON,211587
571,2015,Southwest Oregon,0.25,Lightning,JACKSON,211587
572,2015,Southwest Oregon,0.3,Debris Burning,JACKSON,211587
573,2015,Southwest Oregon,1.0,Debris Burning,JACKSON,211587
574,2015,Southwest Oregon,1.19,Debris Burning,JACKSON,211587
575,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
576,2015,Southwest Oregon,5.4,Miscellaneous,JACKSON,211587
577,2015,Southwest Oregon,2.0,Debris Burning,JACKSON,211587
578,2015,Southwest Oregon,0.5,Recreation,JACKSON,211587
579,2015,Southwest Oregon,0.5,Lightning,JACKSON,211587
580,2015,Southwest Oregon,0.1,Recreation,JACKSON,211587
581,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
582,2015,Southwest Oregon,0.21,Lightning,JACKSON,211587
583,2015,Southwest Oregon,0.1,Smoking,JACKSON,211587
584,2015,Southwest Oregon,0.75,Miscellaneous,JACKSON,211587
585,2015,Southwest Oregon,0.25,Equipment Use,JACKSON,211587
586,2015,Southwest Oregon,0.25,Recreation,JACKSON,211587
587,2015,Southwest Oregon,0.25,Lightning,JACKSON,211587
588,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
589,2015,Southwest Oregon,1.82,Lightning,JACKSON,211587
590,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
591,2015,Southwest Oregon,0.01,Miscellaneous,JACKSON,211587
592,2015,Southwest Oregon,0.08,Lightning,JACKSON,211587
593,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
594,2015,Southwest Oregon,2.5,Recreation,JACKSON,211587
595,2015,Southwest Oregon,0.36,Equipment Use,JACKSON,211587
596,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
597,2015,Southwest Oregon,1.5,Miscellaneous,JACKSON,211587
598,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
599,2015,Southwest Oregon,0.1,Recreation,JACKSON,211587
600,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
601,2015,Southwest Oregon,0.25,Miscellaneous,JACKSON,211587
602,2015,Southwest Oregon,6.4,Lightning,JACKSON,211587
603,2015,Southwest Oregon,0.3,Miscellaneous,JACKSON,211587
604,2015,Southwest Oregon,0.56,Debris Burning,JACKSON,211587
605,2015,Southwest Oregon,0.75,Recreation,JACKSON,211587
606,2015,Southwest Oregon,2.0,Debris Burning,JACKSON,211587
607,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
608,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
609,2015,Southwest Oregon,0.01,Miscellaneous,JACKSON,211587
610,2015,Southwest Oregon,0.5,Equipment Use,JACKSON,211587
611,2015,Southwest Oregon,0.25,Equipment Use,JACKSON,211587
612,2015,Southwest Oregon,0.22,Miscellaneous,JACKSON,211587
613,2015,Southwest Oregon,3.75,Recreation,JACKSON,211587
614,2015,Southwest Oregon,1.26,Equipment Use,JACKSON,211587
615,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
616,2015,Southwest Oregon,0.25,Recreation,JACKSON,211587
617,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
618,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
619,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
620,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
621,2015,Southwest Oregon,0.75,Lightning,JACKSON,211587
622,2015,Southwest Oregon,0.25,Lightning,JACKSON,211587
623,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
624,2015,Southwest Oregon,0.25,Miscellaneous,JACKSON,211587
625,2015,Southwest Oregon,10.76,Debris Burning,JACKSON,211587
626,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
627,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
628,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
629,2015,Southwest Oregon,10.5,Equipment Use,JACKSON,211587
630,2015,Southwest Oregon,7.01,Recreation,JACKSON,211587
631,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
632,2015,Southwest Oregon,0.2,Equipment Use,JACKSON,211587
633,2015,Southwest Oregon,0.17,Equipment Use,JACKSON,211587
634,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
635,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
636,2015,Southwest Oregon,2.7,Equipment Use,JACKSON,211587
637,2015,Southwest Oregon,0.5,Lightning,JACKSON,211587
638,2015,Southwest Oregon,3.06,Debris Burning,JACKSON,211587
639,2015,Southwest Oregon,0.01,Debris Burning,JACKSON,211587
640,2015,Southwest Oregon,0.74,Debris Burning,JACKSON,211587
641,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
642,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
643,2015,Southwest Oregon,0.01,Debris Burning,JACKSON,211587
644,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
645,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
646,2015,Southwest Oregon,0.87,Equipment Use,JACKSON,211587
647,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
648,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
649,2015,Southwest Oregon,0.75,Lightning,JACKSON,211587
650,2015,Southwest Oregon,0.05,Lightning,JACKSON,211587
651,2015,Southwest Oregon,0.2,Equipment Use,JACKSON,211587
652,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
653,2015,Southwest Oregon,0.3,Debris Burning,JACKSON,211587
654,2015,Southwest Oregon,1.0,Equipment Use,JACKSON,211587
655,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
656,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
657,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
658,2015,Southwest Oregon,0.5,Debris Burning,JACKSON,211587
659,2015,Southwest Oregon,0.1,Smoking,JACKSON,211587
660,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
661,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
662,2015,Southwest Oregon,1.0,Miscellaneous,JACKSON,211587
663,2015,Southwest Oregon,0.08,Smoking,JACKSON,211587
664,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
665,2015,Southwest Oregon,0.01,Debris Burning,JACKSON,211587
666,2015,Southwest Oregon,0.26,Lightning,JACKSON,211587
667,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
668,2015,Southwest Oregon,10.5,Equipment Use,JACKSON,211587
669,2015,Southwest Oregon,0.5,Lightning,JACKSON,211587
670,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
671,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
672,2015,Southwest Oregon,0.2,Equipment Use,JACKSON,211587
673,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
674,2015,Southwest Oregon,1.5,Debris Burning,JACKSON,211587
675,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
676,2015,Southwest Oregon,0.25,Miscellaneous,JACKSON,211587
677,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
678,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
679,2015,Southwest Oregon,55.5,Debris Burning,JACKSON,211587
680,2015,Southwest Oregon,0.2,Lightning,JACKSON,211587
681,2015,Southwest Oregon,1.25,Lightning,JACKSON,211587
682,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
683,2015,Southwest Oregon,0.1,Recreation,JACKSON,211587
684,2015,Southwest Oregon,0.5,Lightning,JACKSON,211587
685,2015,Southwest Oregon,0.01,Debris Burning,JACKSON,211587
686,2015,Southwest Oregon,0.01,Lightning,JACKSON,211587
687,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
688,2015,Southwest Oregon,0.1,Equipment Use,JACKSON,211587
689,2015,Southwest Oregon,1.5,Recreation,JACKSON,211587
690,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
691,2015,Southwest Oregon,0.2,Recreation,JACKSON,211587
692,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
693,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
694,2015,Southwest Oregon,0.1,Debris Burning,JACKSON,211587
695,2015,Southwest Oregon,0.27,Recreation,JACKSON,211587
696,2015,Southwest Oregon,9.0,Lightning,JACKSON,211587
697,2015,Southwest Oregon,0.2,Debris Burning,JACKSON,211587
698,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
699,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
700,2015,Southwest Oregon,0.2,Smoking,JACKSON,211587
701,2015,Southwest Oregon,0.25,Lightning,JACKSON,211587
702,2015,Southwest Oregon,0.37,Debris Burning,JACKSON,211587
703,2015,Southwest Oregon,0.5,Equipment Use,JACKSON,211587
704,2015,Southwest Oregon,0.25,Recreation,JACKSON,211587
705,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
706,2015,Southwest Oregon,2.5,Juveniles,JACKSON,211587
707,2015,Southwest Oregon,0.01,Debris Burning,JACKSON,211587
708,2015,Southwest Oregon,0.01,Recreation,JACKSON,211587
709,2015,Southwest Oregon,1.0,Debris Burning,JACKSON,211587
710,2015,Southwest Oregon,0.22,Lightning,JACKSON,211587
711,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
712,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
713,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
714,2015,Southwest Oregon,46.0,Lightning,JACKSON,211587
715,2015,Southwest Oregon,0.01,Smoking,JACKSON,211587
716,2015,Southwest Oregon,0.1,Lightning,JACKSON,211587
717,2015,Southwest Oregon,0.48,Equipment Use,JACKSON,211587
718,2015,Southwest Oregon,0.12,Miscellaneous,JACKSON,211587
719,2015,Southwest Oregon,1.5,Debris Burning,JACKSON,211587
720,2015,Southwest Oregon,0.93,Recreation,JACKSON,211587
721,2015,Southwest Oregon,0.01,Equipment Use,JACKSON,211587
722,2015,Southwest Oregon,0.12,Debris Burning,JACKSON,211587
723,2015,Coos - CFPA,0.01,Miscellaneous,COOS,62696
724,2015,Coos - CFPA,0.01,Debris Burning,COOS,62696
725,2015,Coos - CFPA,0.1,Debris Burning,COOS,62696
726,2015,Coos - CFPA,0.25,Miscellaneous,COOS,62696
727,2015,Coos - CFPA,2.0,Juveniles,COOS,62696
728,2015,Coos - CFPA,0.01,Recreation,COOS,62696
729,2015,Coos - CFPA,0.02,Smoking,COOS,62696
730,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
731,2015,Coos - CFPA,0.03,Smoking,COOS,62696
732,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
733,2015,Coos - CFPA,0.01,Debris Burning,COOS,62696
734,2015,Coos - CFPA,0.1,Miscellaneous,COOS,62696
735,2015,Coos - CFPA,0.01,Miscellaneous,COOS,62696
736,2015,Coos - CFPA,0.07,Miscellaneous,COOS,62696
737,2015,Coos - CFPA,0.03,Miscellaneous,COOS,62696
738,2015,Coos - CFPA,0.5,Debris Burning,COOS,62696
739,2015,Coos - CFPA,0.01,Smoking,COOS,62696
740,2015,Coos - CFPA,0.01,Miscellaneous,COOS,62696
741,2015,Coos - CFPA,0.25,Miscellaneous,COOS,62696
742,2015,Coos - CFPA,3.0,Debris Burning,COOS,62696
743,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
744,2015,Coos - CFPA,0.5,Debris Burning,COOS,62696
745,2015,Coos - CFPA,0.01,Miscellaneous,COOS,62696
746,2015,Coos - CFPA,0.2,Miscellaneous,COOS,62696
747,2015,Coos - CFPA,0.01,Smoking,COOS,62696
748,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
749,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
750,2015,Coos - CFPA,0.1,Debris Burning,COOS,62696
751,2015,Coos - CFPA,0.25,Equipment Use,COOS,62696
752,2015,Coos - CFPA,0.34,Equipment Use,COOS,62696
753,2015,Coos - CFPA,0.01,Recreation,COOS,62696
754,2015,Coos - CFPA,0.01,Juveniles,COOS,62696
755,2015,Coos - CFPA,0.01,Miscellaneous,COOS,62696
756,2015,Coos - CFPA,0.01,Debris Burning,COOS,62696
757,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
758,2015,Coos - CFPA,0.01,Debris Burning,COOS,62696
759,2015,Coos - CFPA,26.9,Debris Burning,COOS,62696
760,2015,Coos - CFPA,0.01,Equipment Use,COOS,62696
761,2015,Coos - CFPA,0.02,Recreation,COOS,62696
762,2015,Coos - CFPA,0.01,Smoking,COOS,62696
763,2015,Coos - CFPA,0.1,Equipment Use,COOS,62696
764,2015,Coos - CFPA,0.01,Juveniles,COOS,62696
765,2015,Coos - CFPA,0.05,Smoking,COOS,62696
766,2015,Coos - CFPA,0.01,Juveniles,COOS,62696
767,2015,Coos - CFPA,0.01,Juveniles,COOS,62696
768,2015,Coos - CFPA,56.8,Equipment Use,COOS,62696
769,2015,Coos - CFPA,0.01,Debris Burning,COOS,62696
770,2015,Western Lane,0.1,Equipment Use,LANE,362257
771,2015,Western Lane,0.01,Debris Burning,LANE,362257
772,2015,South Cascade,0.01,Equipment Use,LANE,362257
773,2015,Western Lane,0.1,Miscellaneous,LANE,362257
774,2015,Western Lane,1.0,Equipment Use,LANE,362257
775,2015,South Cascade,0.01,Miscellaneous,LANE,362257
776,2015,Western Lane,0.1,Debris Burning,LANE,362257
777,2015,South Cascade,0.01,Lightning,LANE,362257
778,2015,South Cascade,0.01,Equipment Use,LANE,362257
779,2015,Western Lane,0.25,Debris Burning,LANE,362257
780,2015,Western Lane,0.0,Equipment Use,LANE,362257
781,2015,Western Lane,0.1,Miscellaneous,LANE,362257
782,2015,South Cascade,0.67,Debris Burning,LANE,362257
783,2015,Western Lane,0.01,Debris Burning,LANE,362257
784,2015,Western Lane,0.1,Equipment Use,LANE,362257
785,2015,Western Lane,0.1,Equipment Use,LANE,362257
786,2015,Western Lane,0.01,Equipment Use,LANE,362257
787,2015,Western Lane,0.01,Equipment Use,LANE,362257
788,2015,Western Lane,0.01,Recreation,LANE,362257
789,2015,Western Lane,0.1,Miscellaneous,LANE,362257
790,2015,Western Lane,0.01,Recreation,LANE,362257
791,2015,Western Lane,0.01,Equipment Use,LANE,362257
792,2015,South Cascade,0.25,Equipment Use,LANE,362257
793,2015,South Cascade,0.2,Debris Burning,LANE,362257
794,2015,Western Lane,0.08,Equipment Use,LANE,362257
795,2015,Western Lane,0.01,Equipment Use,LANE,362257
796,2015,Western Lane,0.02,Miscellaneous,LANE,362257
797,2015,Western Lane,6.3,Debris Burning,LANE,362257
798,2015,Western Lane,0.1,Equipment Use,LANE,362257
799,2015,South Cascade,40.0,Equipment Use,LANE,362257
800,2015,South Cascade,0.01,Recreation,LANE,362257
801,2015,South Cascade,0.5,Arson,LANE,362257
802,2015,Western Lane,0.01,Lightning,LANE,362257
803,2015,South Cascade,0.1,Lightning,LANE,362257
804,2015,Western Lane,3.5,Recreation,LANE,362257
805,2015,Western Lane,0.01,Equipment Use,LANE,362257
806,2015,Western Lane,187.0,Equipment Use,LANE,362257
807,2015,South Cascade,1.25,Equipment Use,LANE,362257
808,2015,Western Lane,0.01,Debris Burning,LANE,362257
809,2015,South Cascade,1.4,Equipment Use,LANE,362257
810,2015,Western Lane,0.01,Recreation,LANE,362257
811,2015,South Cascade,0.01,Equipment Use,LANE,362257
812,2015,Western Lane,0.1,Miscellaneous,LANE,362257
813,2015,Western Lane,0.01,Miscellaneous,LANE,362257
814,2015,South Cascade,0.01,Equipment Use,LANE,362257
815,2015,Western Lane,4.9,Debris Burning,LANE,362257
816,2015,Western Lane,0.01,Lightning,LANE,362257
817,2015,Western Lane,0.25,Debris Burning,LANE,362257
818,2015,South Cascade,0.1,Recreation,LANE,362257
819,2015,Western Lane,0.77,Equipment Use,LANE,362257
